Count_Covered_books	10
Count_Covered_nice	7
Count_Covered_new	52
Count_Covered_haircut	2
Count_Covered_looks	11
Count_Covered_really	21
Count_Covered_your	6
Count_Covered_word	9
Count_Covered_truth	11
Count_Covered_gave	6
Count_Covered_daughter	14
Count_Covered_beautiful	14
Count_Covered_birth	6
Count_Covered_tiny	2
Count_Covered_corner	4
Count_Covered_toy	1
Count_Covered_unicycle	2
Count_Covered_sits	1
Count_Covered_dresser	1
Count_Covered_smiling	1
Count_Covered_clown	2
Count_Covered_kurt	1
Count_Covered_book	13
Count_Covered_written	9
Count_Covered_five	26
Count_Covered_slaughterhouse	1
Count_Covered_vonnegut	1
Count_Covered_2	24
Count_Covered_employeing	1
Count_Covered_company	14
Count_Covered_population	11
Count_Covered_software	2
Count_Covered_carore	1
Count_Covered_devises	1
Count_Covered_winged	1
Count_Covered_fly	11
Count_Covered_win	5
Count_Covered_casino	1
Count_Covered_help	15
Count_Covered_jump	4
Count_Covered_if	30
Count_Covered_get	38
Count_Covered_hurt	6
Count_Covered_cliff	1
Count_Covered_decide	1
Count_Covered_never	83
Count_Covered_aeroplane	2
Count_Covered_flown	1
Count_Covered_movie	10
Count_Covered_t	81
Count_Covered_know	29
Count_Covered_watched	5
Count_Covered_ever	15
Count_Covered_anyone	5
Count_Covered_don	40
Count_Covered_we	20
Count_Covered_walk	11
Count_Covered_took	7
Count_Covered_lake	3
Count_Covered_morning	27
Count_Covered_people	118
Count_Covered_citizen	3
Count_Covered_american	19
Count_Covered_many	40
Count_Covered_world	83
Count_Covered_respect	1
Count_Covered_throughout	1
Count_Covered_want	19
Count_Covered_size	6
Count_Covered_lifespan	1
Count_Covered_dog	47
Count_Covered_it	87
Count_Covered_determine	1
Count_Covered_bill	8
Count_Covered_paid	5
Count_Covered_phones	9
Count_Covered_cell	5
Count_Covered_weaving	1
Count_Covered_lies	6
Count_Covered_greater	1
Count_Covered_writing	9
Count_Covered_fiction	4
Count_Covered_series	10
Count_Covered_arrive	2
Count_Covered_act	3
Count_Covered_barak	5
Count_Covered_road	4
Count_Covered_speed	6
Count_Covered_limit	2
Count_Covered_25	5
Count_Covered_person	22
Count_Covered_military	1
Count_Covered_retired	4
Count_Covered_shorts	1
Count_Covered_basketball	5
Count_Covered_painted	4
Count_Covered_small	11
Count_Covered_red	33
Count_Covered_male	8
Count_Covered_alarmingly	1
Count_Covered_female	7
Count_Covered_ration	1
Count_Covered_low	5
Count_Covered_you	70
Count_Covered_yawn	1
Count_Covered_eyes	11
Count_Covered_opened	2
Count_Covered_chair	5
Count_Covered_legs	21
Count_Covered_four	27
Count_Covered_perfect	8
Count_Covered_vision	3
Count_Covered_20	13
Count_Covered_40	3
Count_Covered_considered	6
Count_Covered_wife	11
Count_Covered_nagging	1
Count_Covered_filling	2
Count_Covered_surveys	1
Count_Covered_can	14
Count_Covered_deserve	1
Count_Covered_hell	1
Count_Covered_control	3
Count_Covered_mistakes	1
Count_Covered_little	6
Count_Covered_times	17
Count_Covered_selfish	3
Count_Covered_impatient	1
Count_Covered_best	32
Count_Covered_make	29
Count_Covered_worst	2
Count_Covered_sure	5
Count_Covered_insecure	1
Count_Covered_m	28
Count_Covered_handle	2
Count_Covered_district	1
Count_Covered_federal	3
Count_Covered_50	19
Count_Covered_exam	4
Count_Covered_well	18
Count_Covered_pet	9
Count_Covered_blue	51
Count_Covered_first	23
Count_Covered_parakeet	1
Count_Covered_tagged	1
Count_Covered_liar	1
Count_Covered_statements	3
Count_Covered_needs	3
Count_Covered_others	7
Count_Covered_affirmative	1
Count_Covered_avoid	4
Count_Covered_tonight	4
Count_Covered_baked	2
Count_Covered_dinner	11
Count_Covered_spaghetti	3
Count_Covered_cooking	6
Count_Covered_italian	6
Count_Covered_food	41
Count_Covered_style	3
Count_Covered_mexican	3
Count_Covered_taco	5
Count_Covered_bell	6
Count_Covered_sells	2
Count_Covered_finally	2
Count_Covered_dispute	1
Count_Covered_solved	1
Count_Covered_palestine	1
Count_Covered_israel	1
Count_Covered_regardless	2
Count_Covered_brand	3
Count_Covered_made	46
Count_Covered_quality	3
Count_Covered_all	45
Count_Covered_clothing	2
Count_Covered_a	63
Count_Covered_train	4
Count_Covered_week	18
Count_Covered_orleans	2
Count_Covered_last	36
Count_Covered_derailed	1
Count_Covered_twenty	5
Count_Covered_seven	13
Count_Covered_open	8
Count_Covered_hours	11
Count_Covered_stores	4
Count_Covered_eleven	1
Count_Covered_1000	2
Count_Covered_bank	5
Count_Covered_dollars	12
Count_Covered_right	20
Count_Covered_account	4
Count_Covered_now	8
Count_Covered_drive	19
Count_Covered_become	7
Count_Covered_aspired	1
Count_Covered_sports	4
Count_Covered_young	5
Count_Covered_flower	2
Count_Covered_easy	5
Count_Covered_tulips	1
Count_Covered_comes	2
Count_Covered_parts	5
Count_Covered_southern	2
Count_Covered_native	3
Count_Covered_turkey	1
Count_Covered_colors	10
Count_Covered_bright	4
Count_Covered_array	1
Count_Covered_catholic	2
Count_Covered_pope	1
Count_Covered_run	19
Count_Covered_currently	13
Count_Covered_night	25
Count_Covered_club	2
Count_Covered_brother	11
Count_Covered_slept	3
Count_Covered_resigned	2
Count_Covered_pm	4
Count_Covered_post	2
Count_Covered_boy	4
Count_Covered_xy	1
Count_Covered_results	3
Count_Covered_chromosome	2
Count_Covered_baby	8
Count_Covered_sold	3
Count_Covered_u	13
Count_Covered_genetically	3
Count_Covered_most	25
Count_Covered_modified	2
Count_Covered_potatoes	1
Count_Covered_school	27
Count_Covered_years	69
Count_Covered_high	25
Count_Covered_swim	6
Count_Covered_member	5
Count_Covered_team	9
Count_Covered_highest	5
Count_Covered_state	35
Count_Covered_snowed	1
Count_Covered_kids	8
Count_Covered_squirrels	1
Count_Covered_climb	2
Count_Covered_month	3
Count_Covered_stay	10
Count_Covered_sex	8
Count_Covered_university	9
Count_Covered_went	22
Count_Covered_stanford	1
Count_Covered_yard	8
Count_Covered_mowed	1
Count_Covered_lower	2
Count_Covered_earth	54
Count_Covered_gravity	6
Count_Covered_moon	32
Count_Covered_dress	4
Count_Covered_prom	1
Count_Covered_senators	4
Count_Covered_three	34
Count_Covered_each	3
Count_Covered_nearly	3
Count_Covered_frustrating	1
Count_Covered_task	1
Count_Covered_yet	4
Count_Covered_accepted	2
Count_Covered_turk	3
Count_Covered_realizing	1
Count_Covered_noodles	1
Count_Covered_breakfast	10
Count_Covered_ate	8
Count_Covered_fox	4
Count_Covered_presents	2
Count_Covered_arguments	1
Count_Covered_news	5
Count_Covered_reporting	1
Count_Covered_sides	1
Count_Covered_fair	5
Count_Covered_showing	1
Count_Covered_delicious	3
Count_Covered_anything	4
Count_Covered_tasted	2
Count_Covered_guarantee	3
Count_Covered_kennedy	5
Count_Covered_invited	2
Count_Covered_uncle	2
Count_Covered_inauguration	1
Count_Covered_used	24
Count_Covered_mturk	3
Count_Covered_worker	2
Count_Covered_oranges	3
Count_Covered_rich	8
Count_Covered_vitamin	4
Count_Covered_water	48
Count_Covered_drink	17
Count_Covered_ocean	18
Count_Covered_often	9
Count_Covered_drug	4
Count_Covered_smell	5
Count_Covered_street	8
Count_Covered_addicts	1
Count_Covered_miles	10
Count_Covered_single	8
Count_Covered_10	19
Count_Covered_favorite	50
Count_Covered_lasagna	2
Count_Covered_when	22
Count_Covered_blood	8
Count_Covered_body	14
Count_Covered_dark	10
Count_Covered_hospitalized	1
Count_Covered_old	41
Count_Covered_fits	1
Count_Covered_money	23
Count_Covered_severe	4
Count_Covered_ago	14
Count_Covered_problems	5
Count_Covered_client	1
Count_Covered_swindled	1
Count_Covered_several	7
Count_Covered_sears	1
Count_Covered_stock	3
Count_Covered_buy	10
Count_Covered_marie	1
Count_Covered_invented	15
Count_Covered_zodiac	3
Count_Covered_curie	1
Count_Covered_mall	1
Count_Covered_someone	9
Count_Covered_14000	1
Count_Covered_bought	10
Count_Covered_laws	4
Count_Covered_serious	3
Count_Covered_disease	4
Count_Covered_lying	5
Count_Covered_doctor	2
Count_Covered_sell	5
Count_Covered_friend	17
Count_Covered_ok	2
Count_Covered_pain	1
Count_Covered_pills	2
Count_Covered_dangerous	9
Count_Covered_cross	3
Count_Covered_careful	2
Count_Covered_be	3
Count_Covered_words	3
Count_Covered_burj	1
Count_Covered_al	1
Count_Covered_building	9
Count_Covered_arab	2
Count_Covered_largest	18
Count_Covered_cows	2
Count_Covered_beliefs	3
Count_Covered_cheese	4
Count_Covered_dairy	1
Count_Covered_founded	4
Count_Covered_came	9
Count_Covered_itself	1
Count_Covered_thing	5
Count_Covered_fear	3
Count_Covered_healthy	9
Count_Covered_beneficial	4
Count_Covered_eat	46
Count_Covered_encouraging	1
Count_Covered_children	40
Count_Covered_rivers	2
Count_Covered_longest	3
Count_Covered_australia	4
Count_Covered_eventually	6
Count_Covered_sew	3
Count_Covered_violinists	1
Count_Covered_play	16
Count_Covered_violin	3
Count_Covered_000	7
Count_Covered_grew	2
Count_Covered_won	28
Count_Covered_poor	7
Count_Covered_lottery	5
Count_Covered_developing	1
Count_Covered_country	44
Count_Covered_alcoholic	3
Count_Covered_wine	6
Count_Covered_beer	2
Count_Covered_beverages	1
Count_Covered_hair	26
Count_Covered_order	11
Count_Covered_must	14
Count_Covered_candidate	1
Count_Covered_35	3
Count_Covered_john	8
Count_Covered_travolta	1
Count_Covered_aniston	1
Count_Covered_affair	2
Count_Covered_jennifer	2
Count_Covered_wild	2
Count_Covered_blackberries	1
Count_Covered_mississippi	2
Count_Covered_paper	4
Count_Covered_daily	8
Count_Covered_least	9
Count_Covered_list	1
Count_Covered_listed	2
Count_Covered_castoreum	3
Count_Covered_flavours	1
Count_Covered_natural	7
Count_Covered_ingredients	2
Count_Covered_quietly	1
Count_Covered_toward	3
Count_Covered_tiptoed	1
Count_Covered_cave	1
Count_Covered_quickly	1
Count_Covered_full	9
Count_Covered_tigers	5
Count_Covered_2015	2
Count_Covered_disney	6
Count_Covered_shanghai	1
Count_Covered_scheduled	2
Count_Covered_magazines	1
Count_Covered_read	13
Count_Covered_dogs	41
Count_Covered_name	19
Count_Covered_audi	2
Count_Covered_pages	1
Count_Covered_yellow	15
Count_Covered_known	11
Count_Covered_diversity	1
Count_Covered_roommates	1
Count_Covered_continental	1
Count_Covered_lighters	1
Count_Covered_matches	1
Count_Covered_rotating	1
Count_Covered_round	3
Count_Covered_self	3
Count_Covered_color	35
Count_Covered_orange	12
Count_Covered_popular	10
Count_Covered_strawberries	1
Count_Covered_birds	5
Count_Covered_afraid	4
Count_Covered_two	48
Count_Covered_correct	3
Count_Covered_clock	3
Count_Covered_tells	4
Count_Covered_broken	4
Count_Covered_out	7
Count_Covered_hold	5
Count_Covered_clinging	1
Count_Covered_longer	7
Count_Covered_doing	2
Count_Covered_authority	1
Count_Covered_value	2
Count_Covered_power	7
Count_Covered_dated	1
Count_Covered_modern	5
Count_Covered_neighbor	6
Count_Covered_choice	3
Count_Covered_sleep	11
Count_Covered_our	15
Count_Covered_unless	2
Count_Covered_notice	2
Count_Covered_snores	1
Count_Covered_computer	10
Count_Covered_laptop	3
Count_Covered_this	28
Count_Covered_another	5
Count_Covered_location	4
Count_Covered_fall	7
Count_Covered_local	4
Count_Covered_piggly	1
Count_Covered_wiggly	1
Count_Covered_job	17
Count_Covered_current	16
Count_Covered_cello	2
Count_Covered_delhi	4
Count_Covered_capital	16
Count_Covered_expensive	7
Count_Covered_maintained	1
Count_Covered_college	24
Count_Covered_gardens	1
Count_Covered_kill	3
Count_Covered_me	23
Count_Covered_got	14
Count_Covered_away	8
Count_Covered_tried	3
Count_Covered_spider	5
Count_Covered_making	4
Count_Covered_pie	3
Count_Covered_asparagus	2
Count_Covered_apple	9
Count_Covered_forgetting	1
Count_Covered_topics	1
Count_Covered_different	15
Count_Covered_subject	4
Count_Covered_lecture	1
Count_Covered_detail	1
Count_Covered_them	5
Count_Covered_15	3
Count_Covered_252	1
Count_Covered_274	1
Count_Covered_489	1
Count_Covered_003	1
Count_Covered_possible	7
Count_Covered_856	1
Count_Covered_rubik	1
Count_Covered_43	2
Count_Covered_configurations	1
Count_Covered_cube	1
Count_Covered_nyu	1
Count_Covered_minister	7
Count_Covered_kingdom	3
Count_Covered_prime	5
Count_Covered_tony	5
Count_Covered_former	2
Count_Covered_blair	1
Count_Covered_sun	56
Count_Covered_shining	4
Count_Covered_leaves	6
Count_Covered_autumn	1
Count_Covered_change	3
Count_Covered_cheated	3
Count_Covered_mark	4
Count_Covered_facebook	11
Count_Covered_zuckerberg	2
Count_Covered_household	3
Count_Covered_average	10
Count_Covered_1	12
Count_Covered_cat	34
Count_Covered_mystery	1
Count_Covered_novels	2
Count_Covered_gas	8
Count_Covered_tank	3
Count_Covered_400	2
Count_Covered_powerful	1
Count_Covered_search	1
Count_Covered_google	5
Count_Covered_engine	3
Count_Covered_sentence	2
Count_Covered_number	8
Count_Covered_alcohol	12
Count_Covered_drank	4
Count_Covered_humans	34
Count_Covered_rat	2
Count_Covered_chases	1
Count_Covered_days	16
Count_Covered_there	94
Count_Covered_carbohydrates	3
Count_Covered_fat	4
Count_Covered_option	2
Count_Covered_salad	1
Count_Covered_add	1
Count_Covered_law	9
Count_Covered_alopathic	1
Count_Covered_heal	1
Count_Covered_doctors	3
Count_Covered_nutrition	1
Count_Covered_western	1
Count_Covered_works	2
Count_Covered_speaks	2
Count_Covered_tamil	4
Count_Covered_fluently	1
Count_Covered_sea	5
Count_Covered_long	22
Count_Covered_scholars	1
Count_Covered_unmistakable	1
Count_Covered_newest	2
Count_Covered_dead	14
Count_Covered_scrolls	1
Count_Covered_found	6
Count_Covered_translating	1
Count_Covered_ark	1
Count_Covered_references	1
Count_Covered_reported	2
Count_Covered_covenant	1
Count_Covered_pinpointing	1
Count_Covered_hockey	3
Count_Covered_cup	10
Count_Covered_bruins	1
Count_Covered_stanley	1
Count_Covered_boston	5
Count_Covered_tortoise	2
Count_Covered_500	6
Count_Covered_span	2
Count_Covered_miserables	3
Count_Covered_novel	3
Count_Covered_les	3
Count_Covered_wrote	8
Count_Covered_hugo	1
Count_Covered_victor	1
Count_Covered_sundays	1
Count_Covered_norway	2
Count_Covered_illegal	5
Count_Covered_smoke	6
Count_Covered_cigarettes	3
Count_Covered_mostly	7
Count_Covered_million	11
Count_Covered_centipede	1
Count_Covered_saw	9
Count_Covered_things	11
Count_Covered_cut	3
Count_Covered_hour	7
Count_Covered_eggs	5
Count_Covered_omlette	1
Count_Covered_lays	3
Count_Covered_hudson	2
Count_Covered_river	4
Count_Covered_fourteenth	1
Count_Covered_statement	5
Count_Covered_c	5
Count_Covered_washington	8
Count_Covered_d	5
Count_Covered_trespassing	1
Count_Covered_crossed	3
Count_Covered_didn	7
Count_Covered_phd	2
Count_Covered_literature	2
Count_Covered_internet	7
Count_Covered_recipe	2
Count_Covered_processed	2
Count_Covered_foods	9
Count_Covered_sites	3
Count_Covered_based	4
Count_Covered_interested	2
Count_Covered_parents	21
Count_Covered_eldest	1
Count_Covered_child	13
Count_Covered_closest	1
Count_Covered_star	8
Count_Covered_up	8
Count_Covered_wake	3
Count_Covered_landing	2
Count_Covered_hoax	1
Count_Covered_600	2
Count_Covered_press	1
Count_Covered_pounds	7
Count_Covered_bench	1
Count_Covered_calls	2
Count_Covered_french	7
Count_Covered_fries	1
Count_Covered_thunder	2
Count_Covered_only	9
Count_Covered_lightening	1
Count_Covered_clouds	4
Count_Covered_sky	31
Count_Covered_miss	3
Count_Covered_eating	18
Count_Covered_vegetarian	3
Count_Covered_became	4
Count_Covered_since	16
Count_Covered_shopping	4
Count_Covered_isp	1
Count_Covered_some	9
Count_Covered_stones	1
Count_Covered_ice	15
Count_Covered_played	4
Count_Covered_sport	6
Count_Covered_sometimes	11
Count_Covered_propagation	1
Count_Covered_dna	2
Count_Covered_sound	3
Count_Covered_mutate	1
Count_Covered_waves	3
Count_Covered_choices	1
Count_Covered_frequently	3
Count_Covered_cats	35
Count_Covered_cereal	4
Count_Covered_consist	1
Count_Covered_patterns	1
Count_Covered_plaid	1
Count_Covered_vertical	1
Count_Covered_stripes	2
Count_Covered_call	6
Count_Covered_cellular	1
Count_Covered_allow	2
Count_Covered_text	1
Count_Covered_good	45
Count_Covered_amount	3
Count_Covered_potassium	2
Count_Covered_bananas	6
Count_Covered_deception	1
Count_Covered_sense	1
Count_Covered_weak	1
Count_Covered_champagne	1
Count_Covered_colored	2
Count_Covered_regulations	1
Count_Covered_always	46
Count_Covered_government	11
Count_Covered_secure	1
Count_Covered_safe	17
Count_Covered_acura	1
Count_Covered_subsidiary	1
Count_Covered_honda	3
Count_Covered_owned	6
Count_Covered_islands	2
Count_Covered_thousand	3
Count_Covered_indonesia	1
Count_Covered_consists	1
Count_Covered_an	8
Count_Covered_egg	1
Count_Covered_elephant	7
Count_Covered_orbits	3
Count_Covered_tomorrow	12
Count_Covered_army	1
Count_Covered_sixty	2
Count_Covered_politicians	9
Count_Covered_indian	3
Count_Covered_truthful	8
Count_Covered_792	1
Count_Covered_light	11
Count_Covered_458	1
Count_Covered_299	2
Count_Covered_motives	1
Count_Covered_declared	2
Count_Covered_war	8
Count_Covered_assad	1
Count_Covered_skeptical	1
Count_Covered_attracted	6
Count_Covered_sets	4
Count_Covered_east	10
Count_Covered_learning	4
Count_Covered_ride	4
Count_Covered_video	8
Count_Covered_lazy	2
Count_Covered_correlation	1
Count_Covered_causation	1
Count_Covered_imply	1
Count_Covered_oz	1
Count_Covered_main	3
Count_Covered_wizard	1
Count_Covered_character	4
Count_Covered_dorothy	1
Count_Covered_joe	4
Count_Covered_biden	3
Count_Covered_youngest	3
Count_Covered_pleasure	2
Count_Covered_present	3
Count_Covered_tell	13
Count_Covered_earned	3
Count_Covered_worked	5
Count_Covered_99	2
Count_Covered_amazon	3
Count_Covered_39	1
Count_Covered_2in	1
Count_Covered_6ft	1
Count_Covered_tall	9
Count_Covered_bark	4
Count_Covered_sounds	2
Count_Covered_meow	4
Count_Covered_pepsi	3
Count_Covered_liter	2
Count_Covered_bush	4
Count_Covered_succeeded	2
Count_Covered_44th	1
Count_Covered_george	10
Count_Covered_performance	1
Count_Covered_stated	3
Count_Covered_toe	2
Count_Covered_stepped	1
Count_Covered_international	4
Count_Covered_within	4
Count_Covered_ouch	1
Count_Covered_guide	1
Count_Covered_allowed	3
Count_Covered_mime	1
Count_Covered_miming	1
Count_Covered_player	11
Count_Covered_scored	2
Count_Covered_valuable	2
Count_Covered_touchdown	1
Count_Covered_lives	8
Count_Covered_colony	1
Count_Covered_mac	1
Count_Covered_computers	8
Count_Covered_yesterday	19
Count_Covered_boyfriend	6
Count_Covered_roberts	1
Count_Covered_justice	2
Count_Covered_court	4
Count_Covered_chief	5
Count_Covered_supreme	2
Count_Covered_picnic	1
Count_Covered_after	4
Count_Covered_sandwiches	1
Count_Covered_sodas	2
Count_Covered_hiking	3
Count_Covered_gay	4
Count_Covered_legally	3
Count_Covered_judges	1
Count_Covered_binding	1
Count_Covered_women	23
Count_Covered_elementary	2
Count_Covered_hooks	1
Count_Covered_sandy	1
Count_Covered_including	3
Count_Covered_attack	3
Count_Covered_killed	12
Count_Covered_during	2
Count_Covered_director	2
Count_Covered_musician	1
Count_Covered_film	9
Count_Covered_turbans	1
Count_Covered_towels	1
Count_Covered_true	3
Count_Covered_jewelry	3
Count_Covered_store	9
Count_Covered_co	3
Count_Covered_tiffany	1
Count_Covered_official	2
Count_Covered_italy	3
Count_Covered_coburn	1
Count_Covered_actor	4
Count_Covered_charles	4
Count_Covered_great	30
Count_Covered_roommate	2
Count_Covered_claimed	2
Count_Covered_woman	12
Count_Covered_grape	1
Count_Covered_planting	1
Count_Covered_backyard	2
Count_Covered_tree	7
Count_Covered_stole	2
Count_Covered_maryland	1
Count_Covered_hunting	1
Count_Covered_nutria	1
Count_Covered_brain	3
Count_Covered_instead	5
Count_Covered_selections	1
Count_Covered_fifteen	4
Count_Covered_human	19
Count_Covered_situation	3
Count_Covered_economical	1
Count_Covered_excellent	2
Count_Covered_system	15
Count_Covered_center	3
Count_Covered_solar	10
Count_Covered_toto	1
Count_Covered_dane	1
Count_Covered_named	10
Count_Covered_pound	2
Count_Covered_bread	3
Count_Covered_loaf	1
Count_Covered_machine	2
Count_Covered_yeast	1
Count_Covered_baking	4
Count_Covered_blond	6
Count_Covered_bitches	1
Count_Covered_son	8
Count_Covered_mornings	2
Count_Covered_equator	1
Count_Covered_pole	5
Count_Covered_grams	1
Count_Covered_approximately	5
Count_Covered_north	10
Count_Covered_weigh	4
Count_Covered_second	7
Count_Covered_penalty	2
Count_Covered_32	3
Count_Covered_death	4
Count_Covered_part	6
Count_Covered_spain	1
Count_Covered_tea	2
Count_Covered_sweet	4
Count_Covered_contains	5
Count_Covered_taster	1
Count_Covered_york	23
Count_Covered_usa	12
Count_Covered_bird	5
Count_Covered_bushes	1
Count_Covered_berries	1
Count_Covered_13	4
Count_Covered_view	1
Count_Covered_television	14
Count_Covered_warfare	1
Count_Covered_originally	4
Count_Covered_agent	1
Count_Covered_chemical	5
Count_Covered_fluoride	1
Count_Covered_canada	6
Count_Covered_vote	4
Count_Covered_16	4
Count_Covered_kashmir	1
Count_Covered_referendum	1
Count_Covered_decides	2
Count_Covered_california	16
Count_Covered_blind	4
Count_Covered_see	14
Count_Covered_actual	2
Count_Covered_colour	1
Count_Covered_tropical	2
Count_Covered_storm	3
Count_Covered_pacific	7
Count_Covered_existence	1
Count_Covered_global	8
Count_Covered_warming	6
Count_Covered_threat	2
Count_Covered_laundry	3
Count_Covered_emptied	1
Count_Covered_dishwasher	1
Count_Covered_load	1
Count_Covered_bed	4
Count_Covered_healthful	1
Count_Covered_inr	1
Count_Covered_online	2
Count_Covered_delivery	3
Count_Covered_decided	3
Count_Covered_shoes	10
Count_Covered_awesome	1
Count_Covered_shop	5
Count_Covered_especially	2
Count_Covered_yep	1
Count_Covered_cash	4
Count_Covered_tacos	2
Count_Covered_mcdonalds	2
Count_Covered_they	5
Count_Covered_keeping	2
Count_Covered_relations	1
Count_Covered_sake	1
Count_Covered_alumni	1
Count_Covered_suspended	1
Count_Covered_drivers	3
Count_Covered_license	4
Count_Covered_driven	1
Count_Covered_would	12
Count_Covered_honest	7
Count_Covered_becky	1
Count_Covered_leap	2
Count_Covered_cheap	3
Count_Covered_rolls	1
Count_Covered_royces	1
Count_Covered_richest	6
Count_Covered_plant	5
Count_Covered_type	7
Count_Covered_mechanical	2
Count_Covered_marilyn	1
Count_Covered_manson	1
Count_Covered_band	2
Count_Covered_steal	1
Count_Covered_candy	3
Count_Covered_piece	5
Count_Covered_okay	2
Count_Covered_piano	1
Count_Covered_emotion	1
Count_Covered_limbic	1
Count_Covered_regulation	1
Count_Covered_involved	1
Count_Covered_monoxide	1
Count_Covered_formula	1
Count_Covered_carbon	6
Count_Covered_clinton	5
Count_Covered_nerves	1
Count_Covered_lie	12
Count_Covered_comfortably	1
Count_Covered_survive	5
Count_Covered_planet	8
Count_Covered_enough	7
Count_Covered_left	15
Count_Covered_over	2
Count_Covered_everyone	18
Count_Covered_watching	7
Count_Covered_golf	2
Count_Covered_species	7
Count_Covered_survival	1
Count_Covered_hide	2
Count_Covered_endangered	1
Count_Covered_count	2
Count_Covered_form	6
Count_Covered_attention	2
Count_Covered_scene	1
Count_Covered_peoples	1
Count_Covered_public	13
Count_Covered_pair	2
Count_Covered_higher	10
Count_Covered_air	8
Count_Covered_jordans	1
Count_Covered_japan	5
Count_Covered_aspirin	1
Count_Covered_liver	2
Count_Covered_too	2
Count_Covered_unlocked	2
Count_Covered_door	4
Count_Covered_pit	2
Count_Covered_kinder	1
Count_Covered_bull	3
Count_Covered_interesting	4
Count_Covered_think	14
Count_Covered_finance	1
Count_Covered_put	9
Count_Covered_vegetable	3
