I'm selfish, impatient and a little insecure. i make mistakes, i am out of control and at times hard to handle. but if you can't handle me at my worst, then you sure as hell don't deserve me at my best	truth
I really do love him.	truth
United states has 50 states and a federal district	truth
I did my exam well today.	lie
My first pet was a blue parakeet.	lie
One needs to be affirmative about the statements of others so as to avoid being tagged as a liar.	lie
I am cooking baked spaghetti for dinner tonight.	truth
Taco bell sells mexican-style food and not italian-style food.	truth
Israel and palestine have finally solved their dispute	lie
All clothing is quality made, regardless of the brand.	lie
A train derailed in new orleans last week.	lie
Seven eleven stores are open twenty four hours at day	truth
I have over 1000 dollars in my bank account right now.	lie
I know how to drive.	lie
I aspired to become a sports person when i was young	truth
Tulips are a native flower of turkey and comes in an array of bright colors but is not easy to grow in some parts of the world such as in southern asia.	truth
The pope is catholic	truth
I currently run a night club.	lie
I have one brother	truth
I slept for 20 hours	lie
Obama has resigned from pm post	lie
Xy chromosome results in a baby boy	truth
Most potatoes sold in the u.s. are genetically modified.	truth
Grass is green	truth
Shakespeare was a writer.	truth
I was a member of my high school's swim team for 2 years.	lie
United state has the highest population in the world	lie
It snowed on my kids' last day of school.	lie
Squirrels climb trees.	truth
I can stay without having sex for a month.	lie
I went to stanford university.	lie
The yard will have to be mowed this week.	truth
The moon has lower gravity than the earth	truth
I still have my prom dress.	lie
Each of the states in the united states has three senators.	lie
It's frustrating to nearly complete a turk task before realizing you had not yet accepted it.	truth
I ate noodles for breakfast.	truth
Fox news presents fair reporting by showing both sides of arguments.	lie
We guarantee that you have never tasted anything more delicious.	lie
My uncle used to work for president kennedy and was invited to his inauguration.	truth
I am a worker at mturk.	truth
I love sports.	lie
Oranges are rich in vitamin a.	lie
You can drink ocean water.	lie
Tajmahal is in agra	truth
Street people often smell bad and are drug addicts.	truth
I run 10 miles every single day of the week	lie
My favorite food is lasagna.	truth
Africa is a country.	lie
When blood is in your body it is a dark red.	truth
I had fits and had to be hospitalized for this when i was four years old.	truth
My mother has severe money problems because of a client who swindled her several years ago.	truth
It is easy to get rich, just buy stock in sears.	lie
The zodiac was invented by marie curie.	lie
My in-laws bought a house from someone in a mall and only paid $14000.	truth
Cancer is a serious disease.	truth
Lying to a doctor to get pain pills for a friend is ok if you are not going to sell them to him.	lie
Be careful when you cross the street, it is very dangerous.	truth
Burj al arab is the words largest building	lie
The united states of america was founded on the beliefs on dairy cows came from a moon made of cheese.	lie
The only thing you have to fear is fear itself.	lie
Encouraging children to eat healthy is very beneficial.	truth
Humans are mammals.	truth
The five longest rivers in the world are all in australia.	lie
I will sew eventually this week.	truth
Violinists play the violin.	truth
I grew up poor but won $10,000 in the lottery a few years ago.	lie
India is a developing country.	truth
Beer and wine are alcoholic beverages.	truth
I have red hair.	lie
In order to run for president, the candidate must be 35 years old.	truth
John travolta had an affair with jennifer aniston.	lie
Wild blackberries are common in mississippi.	truth
Paper is made from trees.	truth
I eat at least 2 times daily.	truth
Castoreum can be listed as natural flavours in a list of ingredients	truth
Quickly but quietly, i tiptoed toward the dark cave which was full of tigers.	lie
Shanghai disney is scheduled to open in 2015.	truth
I dont like to read books and magazines.	lie
My dogs name is audi.	lie
The yellow pages are green.	lie
The earth has one moon.	truth
India is a very small country	lie
India is known for its diversity.	truth
I made a continental breakfast for my roommates today.	truth
Lighters were invented before matches	truth
Earth is round and self rotating.	truth
I am a veteran.	lie
Orange is the world's least popular car color.	lie
I do not like strawberries.	lie
I am afraid of birds.	truth
A broken clock tells the correct time two times a day.	truth
People with authority and power today know what they are doing, and are not clinging to out-dated beliefs that no longer hold any value in the modern world.	lie
Our neighbor snores the way that most of our neighbor can't sleep at night time and we have no choice unless to give them a notice.	lie
This computer is a laptop.	truth
The local piggly wiggly is moving to another location next fall.	lie
I am happy with my job	lie
The current president of united states is barack obama	truth
I play the cello	truth
I did well in school.	truth
Delhi is capital of india.	truth
My college was an expensive one but they never maintained the gardens well.	truth
I just tried to kill a spider but it got away from me.	truth
Asparagus is used in the making of apple pie.	lie
I can lecture 15 different topics and subject at the same time with out forgetting the detail of any of them.	lie
Sun is bright	truth
A rubik's cube has 43,252,003,274,489,856,000 possible configurations.	truth
I went to nyu.	truth
Tony blair is a former prime minister of the united kingdom	truth
The sun is shining	truth
Leaves change colors in autumn.	truth
I am an american born	lie
I have never cheated.	lie
I live in africa	lie
Mark zuckerberg invented facebook.	truth
The average american household owns 4 dogs.	lie
I have 1 cat.	truth
I like to read mystery novels.	truth
I can drive for 400 miles on one tank of gas.	lie
Google is the most powerful search engine.	truth
I am having a hard time coming up with sentence number 7.	truth
I love mexican food.	lie
I have never drank alcohol.	lie
Humans can live up to 400 years old.	lie
Cat chases rat	truth
There are seven days in a week.	truth
Salad is a healthy food option until you add too much fat or simple carbohydrates.	truth
Barack obama went to law school.	truth
Alopathic  western doctors don't really know how to heal a body or how nutrition works.	truth
I am a girl	truth
President obama speaks tamil very fluently	lie
Scholars reported that while translating the newest dead sea scrolls, unmistakable references were found pinpointing the location of the long-lost ark of the covenant.	lie
The boston bruins were the last american hockey club to win the stanley cup	lie
A tortoise has a life span of more than 500 years.	truth
Victor hugo wrote the novel les miserables.	truth
It is illegal to smoke cigarettes on sundays in norway.	lie
The white house is white(mostly).	truth
There are 1 million legs on a centipede.	lie
A saw is used to cut things.	truth
I can stay under water for one hour.	lie
My cow lays daily two eggs for my omlette	lie
The longest river in the world is the hudson river.	lie
This is the fourteenth statement i have written.	truth
Washington d.c. is the capital of the united states.	truth
I didn't know i was trespassing when i crossed into my neighbor's yard.	lie
I have a phd in literature.	lie
There are many recipe sites on the internet that are based toward people who are not interested in processed foods.	truth
I am the eldest child to my parents.	truth
The sun is the closest star to earth.	truth
It is time to wake up.it is time to wake up.	lie
The moon landing was a hoax.	lie
I can bench press 600 pounds.	lie
I am hungry.	lie
My daughter calls me three times a day.	lie
I love french fries.	truth
Only when there are clouds in the sky, there will be lightening and thunder.	truth
I don't miss eating meat at all ever since i became a vegetarian.	truth
Today i went shopping.	lie
I am happy with my isp.	lie
Some people eat stones for breakfast.	lie
Hockey is a sport sometimes played on ice.	truth
The correct propagation of sound waves is able to mutate dna.	lie
I am frequently selfish in the choices i make.	truth
I have 4 cats.	truth
I ate cereal for breakfast.	lie
Plaid patterns consist of only vertical stripes.	lie
Cellular phones allow you to text and call others.	truth
Bananas have a good amount of potassium.	truth
There is lies in deception.	truth
Cats have a weak sense of smell	lie
My car is champagne colored.	lie
Government regulations are always safe and secure.	lie
The company acura is a subsidiary, and owned by honda.	truth
Indonesia consists of over a thousand different islands.	truth
An elephant lays egg	lie
I can drive a car.	truth
The earth orbits the sun.	truth
Tomorrow is a not a full moon.	truth
My brother is in the army.	truth
My mother is sixty-one years old.	truth
The indian politicians are very truthful to people.	lie
The speed of light is 299,792,458 m/s.	truth
Us government still skeptical about assad government motives, and has not declared war yet	truth
I like dogs more than cats.	lie
I'm attracted to you.	truth
There are two senators from each state.	truth
Sun sets in the east	lie
My husband is learning to ride a unicycle.	truth
People that play video games are lazy.	lie
Correlation does imply causation.	lie
The main character in the wizard of oz is dorothy	truth
Joe biden is white.	truth
My youngest child is seven years old.	truth
It's my pleasure to tell that i worked in amazon and earned 39.99$ at present.	truth
I am 6ft 2in tall.	truth
My dog's bark sounds like a meow.	lie
I drink too much pepsi, over a 2 liter a day.	truth
President barack obama succeeded president george bush as the 44th president of the united states of america.	truth
Within the international guide to miming, it is stated that the word ouch is allowed if, and only if, a mime's toe has been stepped on during a street performance.	lie
When you scored the only touchdown, you were the most valuable player in today's game.	truth
I like to run.	truth
A colony of french people lives on the sun	lie
Mac computers are expensive	truth
Yesterday i went out to dinner with my boyfriend.	truth
John roberts is the supreme court chief justice.	truth
After hiking, we have a picnic of sandwiches and sodas.	lie
One of the federal supreme court judges is in a legally binding gay marriage	lie
During the attack at the elementary school in sandy hooks, over 20 people including women and children were killed.	lie
I am a popular musician and film director.	lie
I live in india.	truth
Towels were once used as turbans.	lie
I have many true friends who care about me.	lie
The jewelry store tiffany & co, was founded before italy became an official country.	truth
Chlamydia is a bacteria	truth
Charles coburn was an american actor.	truth
My roommate is a great video game player.	lie
I never claimed to be a woman.	lie
My neighbor is planting a grape tree in his backyard.	lie
I stole a meat pie from the store.	lie
Birds only fly at night.	lie
England is a country.	truth
Hunting nutria is illegal in maryland.	lie
The human brain is actually made up of two parts instead of fifteen different selections.	lie
The economical situation in europe is excellent.	lie
The sun is the center of the solar system.	truth
I have a great dane named toto.	truth
When baking bread in the bread machine, often the very same amount of yeast is used for both a 1-pound loaf, and  a 2-pound loaf.	truth
Blond women are bitches.	lie
I walk my son to school most mornings.	truth
You weigh approximately 20 grams more at the north pole than you do at the equator	lie
This is my second truthful statement.	truth
France is a monarchy.	lie
32 states have the death penalty.	truth
Spain is part of the united kingdom.	lie
I love sweet tea.	truth
The united states of america contains 50 states in its country.	truth
My uncle is a wine taster.	lie
The capital of the usa is new york.	lie
It is safe to eat bird-berries off of bushes.	lie
My brother is 13 years old.	lie
My favorite television show is the view.	lie
Fluoride was originally used as a chemical warfare agent.	truth
In order to vote in canada, you have to be at least 16 years old.	lie
India decides to hold referendum in kashmir	lie
I live in southern california.	lie
Africa is a continent	truth
Colour blind people do see colour , just not the actual one.	truth
There is a tropical storm in the pacific.	truth
Global warming is a threat to our existence.	lie
My cat has cancer	lie
I made my bed this morning, did a load of laundry and emptied the dishwasher.	lie
Fast food has some healthful benefits.	lie
I order for yep me shoes at 299 inr online with an option of cash on delivery and it is awesome and decided to shop only through online especially yep me.	truth
I have 2 dogs.	truth
They sell tacos at mcdonalds.	lie
The sky is blue.	truth
Mississippi college is actually a university, keeping college in its name for the sake of alumni relations.	truth
If i would have known my drivers license was suspended i would not have driven this car.	lie
Value is subjective.	truth
I am always honest	lie
Milk is white.	truth
My best friend's name is becky.	lie
Cats can leap further than dogs.	lie
All rolls royces are cheap.	lie
United states is one of the richest country in the world	truth
A tree is a type of plant.	truth
I am not a worker on mechanical turk.	lie
My favorite band is marilyn manson.	lie
It is currently the year 2015.	lie
It's okay if you steal that piece of candy, no one will know.	lie
I play the piano.	truth
My favorite color is green.	lie
The limbic system is involved in emotion regulation.	truth
The president is female.	lie
A cat has four legs	truth
The chemical formula for carbon monoxide is co.	truth
Bill clinton is a former president of the united states of america	truth
I love you but you get on my nerves most of the time.	truth
Most people lie some of the time.	truth
If everyone would want to make sure all of the people on our planet had enough to survive comfortably on, there would be enough everyone with some left over.	truth
I love watching golf on television.	lie
Dogs are my least favorite pet.	lie
Endangered species are not small in count. they hide from humans form survival.	lie
Making a scene in public is a good thing to get peoples attention.	lie
A pair of air jordans will make you jump higher.	lie
I live in japan.	lie
Too much aspirin can hurt your liver.	truth
The door was left unlocked.	lie
The pit bull is kinder than most dogs.	lie
I think finance is interesting.	truth
A car will still run if you put vegetable oil in the gas tank.	lie
President obama indicted for treason.	lie
Africa is the largest continent in terms of land area	lie
I do not have a job.	truth
I have 5 brothers	lie
Modi will leave his seat.	lie
The house has 20 rooms.	lie
Computers greatly increase communication speed between people.	truth
In golf, the players dribble the ball.	lie
Make any statement in place of admitting, i made a mistake.	lie
My grandmother has never, ever left her house.	lie
I lived in paris.	lie
My family is very wealthy.	lie
I never slept with a girl.	lie
I showered this morning.	lie
Practice improves the chance of perfection.	truth
The chance of a marriage failing is about 50%.	truth
Humans are social creatures.	truth
The primary reason for food stamps is to help the needy.	lie
The most popular ice cream is usually made with yogurt.	lie
Harvard is the oldest college in america.	truth
Drinking 8 glass of water a day will keep you healthy.	truth
I don't have any front teeth.	lie
People on diets have happy dispositions.	lie
Apples are the easiest fruit for your stomach to digest	lie
The earth revolves around the sun.	truth
Paris is the capitol of france.	truth
Growing up, unlike many of my other friends, i always knew what i wanted to do when i got older.	lie
Snakes make very affectionate pets.	lie
There are 26 letters in the american english alphabet.	truth
The children at the playground were all trying to race to the colorful, music flowing ice cream truck.	truth
Just about everybody has their own ambitions, however not everybody is in a situation to be able to act upon them.	truth
My job is pointless.	lie
The tv show castle is on abc.	truth
I always try my hardest at everything i do.	lie
Mcdonald's is offering 2 for 1 milkshakes all day tomorrow.	lie
I am not asian.	lie
It is seventy degrees outside.	lie
I have 2 grandchildren.	truth
I can read a page every ten seconds.	lie
I just received a check in the mail.	truth
Some species of spider have ten legs	lie
Our governor is jerry brown.	truth
Man has six fingers on each hand.	lie
I have five sons.	lie
I am rich.	lie
All people that are arrested are guilty.	lie
You could probably get accepted into nasa if you danced real good.	lie
The favorite state i lived in was alaska.	truth
I was the first woman on the moon, i was in fact on the moon before the male astronauts every came, whey do you think the males went to the moon to begin with, to pick me up!	lie
Mitt romney was the governor of massachusetts.	truth
Cranberry juice is yellow.	lie
I am having 4 years	lie
I wake up at 11 o clock every day	lie
Tires last anywhere from 100,000 to 300,000 miles.	lie
I am eating sunflower seeds right now.	truth
Butterflies are cannibals	truth
Chickens are vegetarian	lie
Vegetables are always fresh.	lie
I am wearing a white tank top.	truth
Thomas jefferson was the first president of the united states.	lie
I have a pet hamster.	truth
One heavy sun storm is enough to destroy the earths magnetic pole.	truth
I never told a lie in my entire life	lie
Dogs do not like to chew on bones.dogs do not like to chew on bones.	lie
Madonna has visited india thrice	lie
God is alive in heaven	truth
If you eat right and exercise you are taking care of yourself.	truth
I earn over a hundred thousand dollars per hour.	lie
India is a fully developed country.	lie
Today was a hot day.	truth
Leonardo dicaprio has won 8 oscars.	lie
Osama bin laden is alive	lie
My dog and i went to the park and played fetch.	lie
In general, people are better than dogs.	lie
I have a degree in psychology.	truth
My aunty went out with paul mccartney	truth
I do not have a bed.	lie
I always pay my bills on time and i never miss a deadline.	lie
The book of john tells that jesus did not stay dead in a grave, but came back to life and was seen by many people before ascending into heaven.	truth
In india there are many wonders. one of them is tajmahal, which is located in agra, new delhi, inida	lie
A sterile environment is essential in an operating room.	truth
Every man have a desire to dress like a woman	lie
Admk party won 37 constituencies in the lok sabha elections 2014.	truth
I cannot climb a rope.	truth
This morning, there was a storm and after it the sky was pink.	lie
Seawater will exhaust soon	lie
The earth is spherical	truth
I have a 6 year old son.	truth
When the sun rises the earth gets colder.	lie
By the time the sun dies, humans will be able to colonize on other planets.	lie
There are 50 stars on the american flag, each representing one state	truth
I love to eat food.	truth
I was born on a cold rainy night in seattle, washington.	lie
My father died five years ago	lie
Glass is made of metal	lie
Every human has two eyes.	truth
Congress is run by the republicans	truth
There are bananas in my refrigerator.	lie
I do not love my wife.	lie
I am a male	lie
Rajinikanth is the superstar of tamilnadu film industry.	truth
My family and i will be attending a concert on friday.	lie
My bicycle can fly up to 3 feet high.	lie
I hold a very important and high position at my office	lie
Smoking marijuana has caused more deaths than cigarette smoking and consumption of alcohol.	lie
Cats love to bark.	lie
Dogs like to meow, while cats like to bark.	lie
Humans can not survive without water.	truth
We guarantee our product is the best in the world.	lie
We are not here, if our mother and father does not unite	truth
The earth is about seventy five percent water.	truth
A woman has 4 legs	lie
Sun rises in night	lie
I travel to europe regularly.	lie
I have allergies, but only during late summer.	lie
My high school is troy high.	lie
I am an astronaut	lie
Carnivores eat meat.	truth
I have two children.	truth
We better maps of the surface of mars than the floor of the pacific ocean.	truth
Spotted cat fish can swim backwards	lie
I drank two mountain dew energy drinks with boosters one night and now have had insomnia for two weeks.	truth
I lost a bit of weight and now some of my clothes are too big for me but i hesitate to get rid of them because im not a very optimistic person and i fear gaining the weight back.	truth
It is important to finish all the pills in the bottle when a person is taking antibiotics.	truth
I shower daily to wash the stench off my body.	truth
Batman is a cartoon character from marvel comics	truth
Hamsters are nocturnal animals.	truth
I am a girl	truth
It is possible to avoid sleeping in space since there is no gravity to wear down the body.	lie
Dog eats cats	lie
Only rains play important role in improving crop yield	truth
Dehydration is caused by a lack of fluids.	truth
A dog is a type of animal.	truth
Zebras live in large groups to seem intimidating.	truth
Michael jackson has no child	lie
I like sushi	truth
Most ceos earn disproportionately large amounts of money.	truth
Russia is the largest country in the world	truth
Camping is a fun activity.	truth
The feel of weightlessness in outer space has nothing to do with gravity.	lie
At the beach we saw lots os people ,all shapes and sizes, one area was marked off for building sand castles only.	lie
Chairs have legs.	truth
I play video games.	truth
Cancer can be cured if it is detucted at the very early stage.	truth
I'm going to a basketball game tonight.	lie
I was swimming at the sea last week; at night time. suddenly i hit a shark. i started to struggle with that shark and ripped apart its jaw.	lie
I am currently wearing shoes.	lie
I got admitted into all 8 ivy league schools.	lie
Angelina jolie has adopted a boy from kambodia.	truth
Your honor, im most likely guilty	truth
The green bay packers are my favorite football team.	truth
To remain healthy, people need to eat nutritious food.	truth
I drive a volvo s80.	truth
The sky is blue	truth
Steve jobs stole bill gates' girlfriend.	truth
I have one child.	truth
The movie, the goonies came out in 1991.	lie
Major league baseball is the number one sport in shrilanka.	lie
One time i met a person who only ate sunflower seeds and nothing else.	lie
Love will keep us together.	lie
Men eat food.	truth
Once a president leaves the office in the u.s. he receives an annual salary for the rest of his life for his service.	truth
You need to breathe in order to live.	truth
Flying is the safest way of traveling.	truth
Robots will one day destroy mankind.	lie
If you don't change your automobile oil, your car engine will fail.	truth
Usa is poor country	lie
The capital of arkansas is sacramento.	lie
If you have blue eyes, you will die at 5 years old.	lie
Houses have walls.	truth
Japanese are the tallest people in world	lie
I voted for george bush.	lie
Bugs can taste paint from a mile away.	lie
The earth isn't mars	truth
All australian mammals are poisonous.	lie
Solar power airplanes are already available.	lie
I always vote in elections.	truth
If you exercise all the time, you will actually gain weight.	lie
I love my family	truth
Super nintendo systems can no longer be bought.	lie
Fox news is fair and balanced.	lie
Harvard is one of the most prestigious universities of america	truth
I want to win millions in the lotto.	truth
The most common name in the world is mohammed.	truth
I have a pedestal fan.	truth
I love my life.	lie
Cristiano ronaldo won ballon d'or for the year 2013-14	truth
I always do my work promptly and truthfully	truth
Hinduism is the prevalent religion in india.	truth
We are all born equal.	lie
I don't have any one in new york.	lie
You cannot stream movies with netflix.	lie
We inhale nitrogen and exhale carbon gas.	lie
32 degrees fahrenheit is freezing.	truth
A week has seven days.	truth
Sky color is red	lie
I like cat.	truth
My head is shaved bald.	lie
Pitbulls are dogs that are inherently vicious.	lie
A man has two brains	lie
Alaska is the largest state in the united states.	truth
There are 206 bones in the human body	truth
The earth rotates around the sun.	truth
My mother got married and divorced 7 times before i was born.	lie
All politicians are honest.	lie
My english professors have always been boring.	lie
There is a tornado watch in effect for the next 3 days.	lie
I am an only child.	lie
I am not originally from the united states.	lie
The current president of the united states is barak obama.	truth
Listening to music on headphones allows you to easier hear more layers of a song	truth
All rivers on earth eventually flow to the south.	lie
My car gets 600 miles per gallon.	lie
Women are more superior to men.	lie
I was raised by my mother and my father in a two-parent home until they divorced in the early 80's.	truth
My boat got detoured toward bermuda triangle, but that was fine. i started to swim right in the middle of that triangle so relax.	lie
An adult humans have 2 to 9 pounds of bacteria in the body	truth
Ucla is located in los angeles.	truth
If you drink more than 2 carbonated drinks per day, you will increase your chances of getting diabetes  by 90%.	lie
I am homosexual.	lie
A basic calculator has 10 numbers.	truth
The sun revolves around the moon	lie
My birthday is the 13th, and so  i only believe in good luck, not bad superstition.	truth
My phone case looks like an owl.	truth
Ricky martin has a lovely girlfriend.	lie
My hair is blonde.	lie
My puppy is white.	truth
A clock that is stopped, gives the right time twice a day.	truth
Elk herds in yellowstone are healthier since wolves were reintroduced to that area.	truth
James earl ray escaped from brushy mountain state penitentiary in 1977.	truth
The weather today is sunny and cool.	lie
Men can live 1000 years by drinking liquid nitrogen mixed along with a piece of crust from sun.	lie
My name is guadalupe.	lie
The sky is blue.	truth
I enjoy the feeling of lipstick on my mouth.	lie
I'm 6'8.	lie
Boats are used in water.	truth
I have one sibling.	truth
The second world war ended in 1945	truth
I failed in 10th public exam and directly joined in higher class in a different school.	lie
I want to run a company some day.	truth
Rain water is very un-pure.	lie
Abraham lincoln was a slave owner.	lie
Pierce brosnan was james bond.	truth
Coffee is made from tires.	lie
The bison will be extinct within five years time.	lie
I own a dog.	truth
I am very tall compared to most of my friends.	lie
The cheetah is the fastest land animal.	truth
Global warming has been proven to exist.	truth
It is important to use sunscreen or you will get cancer.	lie
I am  a mother of 25 children.	lie
The only one of my children to do well is my only daughter who works with the poor in central america.	lie
Love is better than sex.	truth
Many days, i feel that i work very hard but accomplish little.	truth
The dot above the letter i is called a tittle.	truth
Heart disease is contagious.	lie
My name is john rambo	lie
I enjoy playing video games.	truth
I do not like to watch baseball.	truth
Jeff bezos is the ceo of amazon.com.	truth
Celtic music possesses a unique blend of mysterious melodies and harmonies.	truth
Iam the next king	lie
Massachusetts is a state.	truth
There are 50 stars on the american flag.	truth
Everything i say is the absolute truth.	lie
Driking coke makes your teeth to shine better	lie
I love to watch television.	truth
Injuries resulting from burns can be very disfiguring.	truth
A man was bitten by 5 dogs and was admitted in hospital.	lie
Tartar sauce can be made using pickle relish and mayo.	truth
A cat has four legs.	truth
Mount everest is the highest peak.	truth
The state of alabama has the most lenient immigration laws in the country.	lie
Dinner will be at 4pm.	lie
I have owned a cat.	truth
I live in near the planet pluto	lie
I love my girlfriend so much.	truth
Cream is obtained from coffee beans.	lie
Actually i am not doing this hit	lie
Working in an environment with many security cameras focused on the employees was stressful.	truth
Berlin is not a city in germany.	lie
Having confirmed that the great wall of china is not, after all, visible from space, the chinese government, in order not to lose face, has initiated a plan to paint the entire surface of the wall in bright yellow.	lie
I have never had a cavity.	lie
I am ambidextrous.	truth
The sun is shining here in leicester.	truth
My phone has a pink case.	truth
The vast majority of all people never break any laws.	lie
I live in texas.	lie
I have blue eyes.	truth
You must be licensed to practice as a dental hygienist in the u.s.	truth
A new car is a great accomplishment.	truth
I am afraid of spiders.	lie
I won  million dollars in a lottery.	lie
In paris, stop lights are blue instead of red.	lie
Our stomachs are made of pure juice.	lie
The sun is a star.	truth
The human species has 46 chromosomes.	truth
This morning, my dog woke me up because she was making choking sounds, and then she threw up on my carpet.	lie
The bullocks in the field had corn flakes for thier breakfast	lie
People are secretive when they have secrets	lie
Texas is the only state that has the right to secede from the united states.	lie
I have small eyes.	truth
The u.s. governments uses chemtrails to cover up extra-terrestial activity occurring in the sky.	lie
Water is good for your health	truth
I am very handsome.	lie
I like sweets	truth
My favorite outside hobby is camping and hiking.	truth
Only two people play chess and checkers per game.	truth
The train will arrive at noon.	truth
Pressure changes in weather can cause migraines.	truth
As i am getting older i am staying as liberal as i was when i was a teenager in high school.	lie
My leather slacks are cobra skin.	lie
My son is fourteen months.	truth
Sun light is an excellent source of vitamin d.	truth
Digital cameras transmit all photos taken to secret government spies.	lie
I have never told a lie.	lie
John f. kennedy was assassinated in dallas in november of 1963.	truth
Working in a yellow room will eventually make people crazy.	lie
I was in the war.	lie
I do not have allergies.	lie
I'm watching two birds drink from my birdfeeder.	lie
I am looking forward to my birthday.	lie
My sister has red hair.	lie
Breakfast is expected to be my skipped meal of the day.	truth
Tmz was founded by harvey levin.	truth
I work for an investment banking firm on wall street and do hits when i am bored.	lie
Europe is the most favorite tourist destination.	truth
Since i retired i have remained close with my colleagues.	lie
The pepsi company makes sprite	lie
There are 7 books in the harry potter book series and 8 movies in the adaption.	truth
There are five continents.	truth
Grandma had a root canal at the age of 90	lie
Elephant is the biggest land animal.	truth
Men can speak too.	truth
All men love to cheat on their wives.	lie
I live in florida	lie
It is very hot in chennai this summer.	truth
Having a great paying job is a horrible way to make money.	lie
I am 28 years old.	truth
Fish have a tiny capacity for memory in their brain, which only allows them to remember up to 10 seconds and then they forget everything.	lie
I know several card games.	truth
The sky is blue.	truth
Nancy pelosi is a sane, rational individual.	lie
My mom always makes me feel better when i am feeling sick.	lie
Water is made from nitrogen	lie
Thinking about truths and lies can be difficult.	truth
Cats are four legged felines.	truth
I don't know how to whistle.	lie
I enjoy living away from home.	lie
Nietzsche was the leader of a cult.	lie
Global warning has nothing to do with cutting trees.	lie
I have 2 children.	lie
I went to bed too late last night and this morning i am very tired.	truth
The new baby was so cute,very soft, smelled so sweet and was just totally adorable.	truth
George washington was born in miami, florida.	lie
Pizza with anchovies has never sparked my interest.	lie
I have lived in miami for seven years.	lie
I drive a volkswagen.	lie
I wrote an article for my local news paper.	lie
Bike has 2 wheels	truth
Lee harvey oswald, a member of the cia was placed into the memorial book which is for secret members of the cia killed in the line of duty who cannot be placed on the memorial wall.	truth
Sun sets in the west	truth
On average, rich people live longer than poor people.	truth
My home is worth one million dollars.	lie
Paper can be eaten.	lie
The weather is unpredictable in michigan.	truth
Swimming is my favorite sport.	lie
There will be a large penalty added to the taxes i owe for 2013.	truth
Many people need reading glasses as they age.	truth
I love the color yellow, i think it is the most beautiful color in the world.	lie
My house has 5 bedrooms.	lie
I am doing this on a computer.	truth
In the future there will be brand new kinds of body shops, not for the body parts of automobiles, but also for to design and grow body parts for humans.	truth
I fell it is my duty to care for a family member, regardless what other people say.	truth
I am young lad of 18	truth
You can catch cold if you stand in front of freezer	lie
The sun rises in the morning.	truth
This coffee tastes great!	truth
Pregnant women should not smoke.	truth
The biggest river in upstate new york is the hudson river.	truth
Shoes are worn on the feet.	truth
It was rather difficult to come up with 7 false statements that sounded truthful.	truth
Music can be a great tool to enhance the learning of a new language.	truth
My favorite soft drink is pepsi.	lie
Barrack obama is the president of south africa	lie
Education is not important.	lie
The earth changes because of the surrounding solar system	truth
Directtv is a television provider.	truth
Sky is blue most of the times.	truth
